shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
S400038,40.627607,-74.167795,410007
S400038,40.627607,-74.167795,420001
S400038,40.627612,-74.167819,420002
S400038,40.627682,-74.168199,420003
S400038,40.627802,-74.168819,420004
S400038,40.627822,-74.168979,420005
S400038,40.627822,-74.169089,420006
S400038,40.627752,-74.169989,420007
S400038,40.627662,-74.170919,420008
S400038,40.627642,-74.171139,420009
S400038,40.627622,-74.171339,420010
S400038,40.627612,-74.171419,420011
S400038,40.627582,-74.171769,420012
S400038,40.627562,-74.171929,420013
S400038,40.627552,-74.172039,420014
S400038,40.627542,-74.172129,420015
S400038,40.627534,-74.172166,420016
S400038,40.627534,-74.172166,430001
S400038,40.627512,-74.172269,430002
S400038,40.627502,-74.172299,430003
S400038,40.627462,-74.172428,430004
S400038,40.627422,-74.172539,430005
S400038,40.627172,-74.173089,430006
S400038,40.627052,-74.173359,430007
S400038,40.626872,-74.173749,430008
S400038,40.626802,-74.173899,430009
S400038,40.626772,-74.173969,430010
S400038,40.626522,-74.174509,430011
S400038,40.626391,-74.174803,430012
S400038,40.626391,-74.174803,440001
S400038,40.626362,-74.174868,440002
S400038,40.626092,-74.175429,440003
S400038,40.626012,-74.175769,440004
S400038,40.625992,-74.175949,440005
S400038,40.625982,-74.176099,440006
S400038,40.626002,-74.176589,440007
S400038,40.626052,-74.177669,440008
S400038,40.626102,-74.178138,440009
S400038,40.626402,-74.178689,440010
S400038,40.626672,-74.179179,440011
S400038,40.626962,-74.179689,440012
S400038,40.627242,-74.180188,440013
S400038,40.627401,-74.180478,440014
S400038,40.627401,-74.180478,450001
S400038,40.627802,-74.181209,450002
S400038,40.627962,-74.181489,450003
S400038,40.628252,-74.181989,450004
S400038,40.628683,-74.182717,450005
S400038,40.628683,-74.182717,460001
S400038,40.628832,-74.182969,460002
S400038,40.629012,-74.183329,460003
S400038,40.629112,-74.183529,460004
S400038,40.629272,-74.183859,460005
S400038,40.629572,-74.184458,460006
S400038,40.629932,-74.185149,460007
S400038,40.630472,-74.186159,460008
S400038,40.630332,-74.186319,460009
S400038,40.630232,-74.186429,460010
S400038,40.630192,-74.186479,460011
S400038,40.630022,-74.186669,460012
S400038,40.629872,-74.186579,460013
S400038,40.629592,-74.186359,460014
S400038,40.629372,-74.186139,460015
S400038,40.629252,-74.185909,460016
S400038,40.629172,-74.185619,460017
S400038,40.629122,-74.185269,460018
S400038,40.629052,-74.185069,460019
S400038,40.628902,-74.184759,460020
S400038,40.628472,-74.184009,460021
S400038,40.627382,-74.182109,460022
S400038,40.626742,-74.181069,460023
S400038,40.626242,-74.180229,460024
S400038,40.625542,-74.179429,460025
S400038,40.624642,-74.178539,460026
S400038,40.624592,-74.178499,460027
S400038,40.624492,-74.178428,460028
S400038,40.624132,-74.178169,460029
S400038,40.623882,-74.178009,460030
S400038,40.623492,-74.177789,460031
S400038,40.623362,-74.177719,460032
S400038,40.623222,-74.177659,460033
S400038,40.623082,-74.177609,460034
S400038,40.622812,-74.177509,460035
S400038,40.622422,-74.177398,460036
S400038,40.622212,-74.177369,460037
S400038,40.621982,-74.177339,460038
S400038,40.621862,-74.177329,460039
S400038,40.621752,-74.177319,460040
S400038,40.621562,-74.177329,460041
S400038,40.621322,-74.177339,460042
S400038,40.621082,-74.177369,460043
S400038,40.620392,-74.177529,460044
S400038,40.615532,-74.179229,460045
S400038,40.615112,-74.179389,460046
S400038,40.614842,-74.179509,460047
S400038,40.614572,-74.179649,460048
S400038,40.614192,-74.179869,460049
S400038,40.612682,-74.180849,460050
S400038,40.612462,-74.180999,460051
S400038,40.612272,-74.181169,460052
S400038,40.611972,-74.181499,460053
S400038,40.611192,-74.182589,460054
S400038,40.611092,-74.182709,460055
S400038,40.611002,-74.182829,460056
S400038,40.610902,-74.182939,460057
S400038,40.610792,-74.183049,460058
S400038,40.610692,-74.183159,460059
S400038,40.610572,-74.183269,460060
S400038,40.610232,-74.183549,460061
S400038,40.610262,-74.183639,460062
S400038,40.610612,-74.184759,460063
S400038,40.610652,-74.184888,460064
S400038,40.611502,-74.188549,460065
S400038,40.611552,-74.188749,460066
S400038,40.611692,-74.188769,460067
S400038,40.611852,-74.188748,460068
S400038,40.611992,-74.188699,460069
