shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
Q060383,40.681174,-73.792283,120003
Q060383,40.680497,-73.792090,120004
Q060383,40.680353,-73.792046,120005
Q060383,40.680353,-73.792046,130001
Q060383,40.679783,-73.791874,130002
Q060383,40.679373,-73.791720,130003
Q060383,40.678683,-73.791457,130004
Q060383,40.678025,-73.791209,130005
Q060383,40.677812,-73.791132,130006
Q060383,40.677489,-73.791007,130007
Q060383,40.677355,-73.790954,130008
Q060383,40.676697,-73.790685,130009
Q060383,40.676176,-73.790404,130010
Q060383,40.676176,-73.790404,140001
Q060383,40.676064,-73.790343,140002
Q060383,40.675427,-73.790003,140003
Q060383,40.675197,-73.789847,140004
Q060383,40.674704,-73.789535,140005
Q060383,40.674553,-73.789422,140006
Q060383,40.674494,-73.789372,140007
Q060383,40.674173,-73.789038,140008
Q060383,40.673775,-73.788594,140009
Q060383,40.673449,-73.788200,140010
Q060383,40.673314,-73.788080,140011
Q060383,40.673258,-73.788061,140012
Q060383,40.673090,-73.788061,140013
Q060383,40.672991,-73.788087,140014
Q060383,40.672945,-73.787816,140015
Q060383,40.672945,-73.787816,150001
Q060383,40.672889,-73.787488,150002
Q060383,40.672827,-73.787079,150003
Q060383,40.672774,-73.786794,150004
Q060383,40.672635,-73.786410,150005
Q060383,40.672492,-73.786034,150006
Q060383,40.672413,-73.785880,150007
Q060383,40.672413,-73.785880,160001
Q060383,40.672357,-73.785770,160002
Q060383,40.672188,-73.785460,160003
Q060383,40.672027,-73.785217,160004
Q060383,40.671881,-73.785024,160005
Q060383,40.671686,-73.784810,160006
Q060383,40.671566,-73.784696,160007
Q060383,40.670505,-73.783649,160008
Q060383,40.670085,-73.783232,160009
Q060383,40.670085,-73.783232,170001
Q060383,40.669993,-73.783140,170002
Q060383,40.669422,-73.782554,170003
Q060383,40.668870,-73.781994,170004
Q060383,40.668620,-73.781733,170005
Q060383,40.668027,-73.781117,170006
Q060383,40.667690,-73.780814,170007
Q060383,40.667690,-73.780814,180001
Q060383,40.667556,-73.780694,180002
Q060383,40.667274,-73.780468,180003
Q060383,40.667209,-73.780409,180004
Q060383,40.667147,-73.780355,180005
Q060383,40.667017,-73.780250,180006
Q060383,40.666768,-73.779991,180007
Q060383,40.666340,-73.779628,180008
Q060383,40.665804,-73.779131,180009
Q060383,40.665664,-73.778999,180010
Q060383,40.665030,-73.778465,180011
Q060383,40.664959,-73.778395,180012
Q060383,40.664869,-73.778326,180013
Q060383,40.664256,-73.777791,180014
Q060383,40.664256,-73.777791,190001
Q060383,40.664123,-73.777675,190002
Q060383,40.663609,-73.777235,190003
Q060383,40.663026,-73.776746,190004
Q060383,40.662436,-73.776261,190005
Q060383,40.661893,-73.775825,190006
Q060383,40.661763,-73.775720,190007
Q060383,40.661559,-73.775590,190008
Q060383,40.661442,-73.775543,190009
Q060383,40.661249,-73.775494,190010
Q060383,40.661153,-73.775483,190011
Q060383,40.660820,-73.775485,190012
Q060383,40.660595,-73.775502,190013
Q060383,40.660595,-73.775502,200001
Q060383,40.660477,-73.775510,200002
Q060383,40.660296,-73.775533,200003
Q060383,40.660165,-73.775057,200004
Q060383,40.660084,-73.774775,200005
Q060383,40.659947,-73.774421,200006
Q060383,40.659867,-73.774271,200007
Q060383,40.659689,-73.774163,200008
Q060383,40.659617,-73.774149,200009
Q060383,40.659576,-73.774156,200010
Q060383,40.659468,-73.774195,200011
Q060383,40.659335,-73.774279,200012
Q060383,40.659048,-73.774579,200013
Q060383,40.658986,-73.774629,200014
Q060383,40.658949,-73.774671,200015
Q060383,40.658913,-73.774605,200016
Q060383,40.658877,-73.774539,200017
Q060383,40.658495,-73.773843,200018
Q060383,40.657610,-73.772363,200019
Q060383,40.657466,-73.772152,200020
Q060383,40.657330,-73.771926,200021
Q060383,40.657308,-73.771892,200022
Q060383,40.657308,-73.771892,210001
Q060383,40.656831,-73.771157,210002
Q060383,40.656258,-73.770371,210003
Q060383,40.656203,-73.770284,210004
Q060383,40.655515,-73.769375,210005
Q060383,40.655179,-73.768961,210006
Q060383,40.655102,-73.768890,210007
Q060383,40.654740,-73.768462,210008
Q060383,40.654648,-73.768307,210009
Q060383,40.654215,-73.767854,210010
Q060383,40.654069,-73.767669,210011
Q060383,40.653823,-73.767372,210012
Q060383,40.653505,-73.766937,210013
Q060383,40.653372,-73.766749,210014
Q060383,40.653184,-73.766452,210015
Q060383,40.653085,-73.766285,210016
Q060383,40.653085,-73.766285,220001
Q060383,40.653025,-73.766182,220002
Q060383,40.652503,-73.765262,220003
Q060383,40.652312,-73.765407,220004
Q060383,40.651993,-73.765687,220005
Q060383,40.651957,-73.765760,220006
Q060383,40.651595,-73.766051,220007
Q060383,40.651499,-73.766136,220008
Q060383,40.651433,-73.766208,220009
Q060383,40.651394,-73.766261,220010
Q060383,40.651336,-73.766283,220011
Q060383,40.651265,-73.766409,220012
Q060384,40.651274,-73.766394,10001
Q060384,40.651336,-73.766283,10002
Q060384,40.651348,-73.766213,10003
Q060384,40.651489,-73.766023,10004
Q060384,40.651681,-73.765859,10005
Q060384,40.651844,-73.765734,10006
Q060384,40.651924,-73.765682,10007
Q060384,40.651993,-73.765687,10008
Q060384,40.652312,-73.765407,10009
Q060384,40.652503,-73.765262,10010
Q060384,40.653025,-73.766182,10011
Q060384,40.653151,-73.766396,10012
Q060384,40.653151,-73.766396,20001
Q060384,40.653184,-73.766452,20002
Q060384,40.653372,-73.766749,20003
Q060384,40.653505,-73.766937,20004
Q060384,40.653823,-73.767372,20005
Q060384,40.654069,-73.767669,20006
Q060384,40.654215,-73.767854,20007
Q060384,40.654648,-73.768307,20008
Q060384,40.654907,-73.768595,20009
Q060384,40.655048,-73.768735,20010
Q060384,40.655070,-73.768794,20011
Q060384,40.655189,-73.768905,20012
Q060384,40.655259,-73.768965,20013
Q060384,40.655290,-73.768986,20014
Q060384,40.655348,-73.769014,20015
Q060384,40.655432,-73.769042,20016
Q060384,40.655513,-73.769048,20017
Q060384,40.655607,-73.769047,20018
Q060384,40.655730,-73.769039,20019
Q060384,40.655787,-73.769027,20020
Q060384,40.655838,-73.769020,20021
Q060384,40.655855,-73.769107,20022
Q060384,40.655915,-73.769317,20023
Q060384,40.655930,-73.769373,20024
Q060384,40.656026,-73.769636,20025
Q060384,40.656139,-73.769894,20026
Q060384,40.657155,-73.771389,20027
Q060384,40.657401,-73.771813,20028
Q060384,40.657401,-73.771813,30001
Q060384,40.657554,-73.772077,30002
Q060384,40.657683,-73.772270,30003
Q060384,40.658043,-73.772812,30004
Q060384,40.658745,-73.774054,30005
Q060384,40.658873,-73.774286,30006
Q060384,40.658972,-73.774449,30007
Q060384,40.659378,-73.774077,30008
